,text,match,probability,model,dataset
108,b,match,0.9988191723823547,ViT-B-32,synthetic
109,b,match,0.9999909400939941,ViT-B-32,synthetic
110,b,match,0.9999942779541016,ViT-B-32,synthetic
111,b,match,0.9999688863754272,ViT-B-32,synthetic
112,b,match,0.9919450879096985,ViT-B-32,synthetic
113,b,match,0.9999994039535522,ViT-B-32,synthetic
114,b,match,0.9999642372131348,ViT-B-32,synthetic
115,b,match,0.9968491196632385,ViT-B-32,synthetic
116,b,match,0.9999963045120239,ViT-B-32,synthetic
117,b,match,0.9999934434890747,ViT-B-32,synthetic
118,b,match,0.9999141693115234,ViT-B-32,synthetic
119,b,match,0.9999874830245972,ViT-B-32,synthetic
120,b,match,0.9999998807907104,ViT-B-32,synthetic
121,b,match,0.9987322688102722,ViT-B-32,synthetic
122,b,match,0.9999673366546631,ViT-B-32,synthetic
123,b,match,0.9989672899246216,ViT-B-32,synthetic
124,b,match,0.9999842643737793,ViT-B-32,synthetic
125,b,match,0.9997808337211609,ViT-B-32,synthetic
126,b,match,0.9999997615814209,ViT-B-32,synthetic
127,b,match,0.8675827383995056,ViT-B-32,synthetic
128,b,match,0.9999994039535522,ViT-B-32,synthetic
129,b,match,0.9819816946983337,ViT-B-32,synthetic
130,b,match,0.9999998807907104,ViT-B-32,synthetic
131,b,match,0.9996757507324219,ViT-B-32,synthetic
132,b,match,0.9999996423721313,ViT-B-32,synthetic
133,b,match,0.9999886751174927,ViT-B-32,synthetic
134,b,match,1.0,ViT-B-32,synthetic
135,b,match,0.7705376148223877,ViT-B-32,synthetic
136,b,match,0.9976059198379517,ViT-B-32,synthetic
137,b,match,0.9970278143882751,ViT-B-32,synthetic
138,b,match,0.9999347925186157,ViT-B-32,synthetic
139,b,match,0.9977260231971741,ViT-B-32,synthetic
140,b,match,0.9999877214431763,ViT-B-32,synthetic
141,b,match,0.9999816417694092,ViT-B-32,synthetic
142,b,match,0.9970272183418274,ViT-B-32,synthetic
143,b,match,0.9808909893035889,ViT-B-32,synthetic
144,b,match,0.9999961853027344,ViT-B-32,synthetic
145,b,match,0.8511559367179871,ViT-B-32,synthetic
146,b,match,0.9999971389770508,ViT-B-32,synthetic
147,b,match,0.9999991655349731,ViT-B-32,synthetic
148,b,match,0.9394018650054932,ViT-B-32,synthetic
149,b,match,0.9999924898147583,ViT-B-32,synthetic
150,b,match,0.99933260679245,ViT-B-32,synthetic
151,b,match,0.9637882709503174,ViT-B-32,synthetic
152,b,match,0.9999997615814209,ViT-B-32,synthetic
153,b,match,0.99076908826828,ViT-B-32,synthetic
154,b,match,0.9976025223731995,ViT-B-32,synthetic
155,b,match,0.9998308420181274,ViT-B-32,synthetic
156,b,match,0.9998495578765869,ViT-B-32,synthetic
157,b,match,0.9456047415733337,ViT-B-32,synthetic
158,b,match,0.9999492168426514,ViT-B-32,synthetic
159,b,match,1.0,ViT-B-32,synthetic
160,b,match,0.9999783039093018,ViT-B-32,synthetic
161,b,match,0.9927753210067749,ViT-B-32,synthetic
162,b,mismatch,0.0011808567214757204,ViT-B-32,synthetic
163,b,mismatch,9.042710189532954e-06,ViT-B-32,synthetic
164,b,mismatch,5.721401976188645e-06,ViT-B-32,synthetic
165,b,mismatch,3.112915510428138e-05,ViT-B-32,synthetic
166,b,mismatch,0.008054886013269424,ViT-B-32,synthetic
167,b,mismatch,5.440298309622449e-07,ViT-B-32,synthetic
168,b,mismatch,3.577027382561937e-05,ViT-B-32,synthetic
169,b,mismatch,0.0031508489046245813,ViT-B-32,synthetic
170,b,mismatch,3.748374865608639e-06,ViT-B-32,synthetic
171,b,mismatch,6.519301223306684e-06,ViT-B-32,synthetic
172,b,mismatch,8.583064482081681e-05,ViT-B-32,synthetic
173,b,mismatch,1.2527463695732877e-05,ViT-B-32,synthetic
174,b,mismatch,6.885529302280702e-08,ViT-B-32,synthetic
175,b,mismatch,0.0012676753103733063,ViT-B-32,synthetic
176,b,mismatch,3.263702819822356e-05,ViT-B-32,synthetic
177,b,mismatch,0.0010327346390113235,ViT-B-32,synthetic
178,b,mismatch,1.5748553778394125e-05,ViT-B-32,synthetic
179,b,mismatch,0.0002191361563745886,ViT-B-32,synthetic
180,b,mismatch,2.732228097102052e-07,ViT-B-32,synthetic
181,b,mismatch,0.132417231798172,ViT-B-32,synthetic
182,b,mismatch,6.454023946389498e-07,ViT-B-32,synthetic
183,b,mismatch,0.018018310889601707,ViT-B-32,synthetic
184,b,mismatch,9.598563366353119e-08,ViT-B-32,synthetic
185,b,mismatch,0.0003243134415242821,ViT-B-32,synthetic
186,b,mismatch,3.4060767006849346e-07,ViT-B-32,synthetic
187,b,mismatch,1.1344216545694508e-05,ViT-B-32,synthetic
188,b,mismatch,2.057486092610361e-08,ViT-B-32,synthetic
189,b,mismatch,0.22946235537528992,ViT-B-32,synthetic
190,b,mismatch,0.002394059905782342,ViT-B-32,synthetic
191,b,mismatch,0.002972264774143696,ViT-B-32,synthetic
192,b,mismatch,6.518649024656042e-05,ViT-B-32,synthetic
193,b,mismatch,0.0022739949636161327,ViT-B-32,synthetic
194,b,mismatch,1.2266898920643143e-05,ViT-B-32,synthetic
195,b,mismatch,1.840144796005916e-05,ViT-B-32,synthetic
196,b,mismatch,0.0029727730434387922,ViT-B-32,synthetic
197,b,mismatch,0.019108979031443596,ViT-B-32,synthetic
198,b,mismatch,3.8109010347398e-06,ViT-B-32,synthetic
199,b,mismatch,0.14884404838085175,ViT-B-32,synthetic
200,b,mismatch,2.8830565952375764e-06,ViT-B-32,synthetic
201,b,mismatch,8.233890298470214e-07,ViT-B-32,synthetic
202,b,mismatch,0.06059807911515236,ViT-B-32,synthetic
203,b,mismatch,7.4548606789903715e-06,ViT-B-32,synthetic
204,b,mismatch,0.0006674079922959208,ViT-B-32,synthetic
205,b,mismatch,0.03621166571974754,ViT-B-32,synthetic
206,b,mismatch,2.316036074034855e-07,ViT-B-32,synthetic
207,b,mismatch,0.009230959229171276,ViT-B-32,synthetic
208,b,mismatch,0.0023974559735506773,ViT-B-32,synthetic
209,b,mismatch,0.00016915006563067436,ViT-B-32,synthetic
210,b,mismatch,0.0001504035317339003,ViT-B-32,synthetic
211,b,mismatch,0.05439529940485954,ViT-B-32,synthetic
212,b,mismatch,5.07338518218603e-05,ViT-B-32,synthetic
213,b,mismatch,2.2206103622579576e-09,ViT-B-32,synthetic
214,b,mismatch,2.165262594644446e-05,ViT-B-32,synthetic
215,b,mismatch,0.007224660366773605,ViT-B-32,synthetic
