,text,match,probability,model,dataset
45,ac,mismatch,4.7588132809734e-21,ViT-L-14-336,synthetic
46,ac,mismatch,1.6023122583102199e-21,ViT-L-14-336,synthetic
47,ac,mismatch,9.312367500388663e-13,ViT-L-14-336,synthetic
48,ac,mismatch,3.653452722574002e-06,ViT-L-14-336,synthetic
49,ac,mismatch,1.4818224772228383e-14,ViT-L-14-336,synthetic
50,ac,mismatch,8.425805626127714e-13,ViT-L-14-336,synthetic
51,ac,mismatch,8.119546990177641e-19,ViT-L-14-336,synthetic
52,ac,mismatch,1.0047807719312449e-13,ViT-L-14-336,synthetic
53,ac,mismatch,1.5174673854718296e-13,ViT-L-14-336,synthetic
54,bb,match,1.0,ViT-L-14-336,synthetic
55,bb,match,1.0,ViT-L-14-336,synthetic
56,bb,match,1.0,ViT-L-14-336,synthetic
57,bb,match,1.0,ViT-L-14-336,synthetic
58,bb,match,1.0,ViT-L-14-336,synthetic
59,bb,match,1.0,ViT-L-14-336,synthetic
60,bb,match,1.0,ViT-L-14-336,synthetic
61,bb,match,1.0,ViT-L-14-336,synthetic
62,bb,match,1.0,ViT-L-14-336,synthetic
63,bb,match,1.0,ViT-L-14-336,synthetic
64,bb,match,1.0,ViT-L-14-336,synthetic
65,bb,match,0.9999978542327881,ViT-L-14-336,synthetic
66,bb,match,1.0,ViT-L-14-336,synthetic
67,bb,match,1.0,ViT-L-14-336,synthetic
68,bb,match,1.0,ViT-L-14-336,synthetic
69,bb,match,1.0,ViT-L-14-336,synthetic
70,bb,match,1.0,ViT-L-14-336,synthetic
71,bb,match,1.0,ViT-L-14-336,synthetic
72,ba,mismatch,2.918910032254802e-20,ViT-L-14-336,synthetic
73,ba,mismatch,1.1680096451659183e-13,ViT-L-14-336,synthetic
74,ba,mismatch,3.1056103869109286e-13,ViT-L-14-336,synthetic
75,ba,mismatch,5.738553455836911e-16,ViT-L-14-336,synthetic
76,ba,mismatch,6.181897170814271e-14,ViT-L-14-336,synthetic
77,ba,mismatch,2.1004810552060706e-19,ViT-L-14-336,synthetic
78,ba,mismatch,1.2834570501580462e-23,ViT-L-14-336,synthetic
79,ba,mismatch,9.349618102863788e-24,ViT-L-14-336,synthetic
80,ba,mismatch,3.8311561238764195e-22,ViT-L-14-336,synthetic
81,ba,mismatch,1.8739231087000485e-12,ViT-L-14-336,synthetic
82,ba,mismatch,1.757854489928444e-16,ViT-L-14-336,synthetic
83,ba,mismatch,3.50559884753802e-16,ViT-L-14-336,synthetic
84,ba,mismatch,6.012642993761639e-24,ViT-L-14-336,synthetic
85,ba,mismatch,8.04675476540073e-17,ViT-L-14-336,synthetic
86,ba,mismatch,6.986071441654012e-26,ViT-L-14-336,synthetic
87,ba,mismatch,1.631789808764978e-15,ViT-L-14-336,synthetic
88,ba,mismatch,4.7218734998411005e-12,ViT-L-14-336,synthetic
89,ba,mismatch,2.2909236489653725e-18,ViT-L-14-336,synthetic
90,bc,mismatch,3.366119717240502e-22,ViT-L-14-336,synthetic
91,bc,mismatch,1.7314893548780896e-20,ViT-L-14-336,synthetic
92,bc,mismatch,2.0571449336674467e-19,ViT-L-14-336,synthetic
93,bc,mismatch,2.5685945900219597e-16,ViT-L-14-336,synthetic
94,bc,mismatch,4.3966406904072386e-11,ViT-L-14-336,synthetic
95,bc,mismatch,3.823433540259269e-14,ViT-L-14-336,synthetic
96,bc,mismatch,7.816795194366632e-22,ViT-L-14-336,synthetic
97,bc,mismatch,4.167886497457869e-17,ViT-L-14-336,synthetic
98,bc,mismatch,7.027166380386042e-22,ViT-L-14-336,synthetic
99,bc,mismatch,8.266909216303963e-19,ViT-L-14-336,synthetic
100,bc,mismatch,1.1852529913347057e-15,ViT-L-14-336,synthetic
101,bc,mismatch,2.14191072700487e-06,ViT-L-14-336,synthetic
102,bc,mismatch,1.6345900575023895e-19,ViT-L-14-336,synthetic
103,bc,mismatch,5.85479231658421e-17,ViT-L-14-336,synthetic
104,bc,mismatch,4.3713223874104865e-18,ViT-L-14-336,synthetic
105,bc,mismatch,6.479515275020775e-13,ViT-L-14-336,synthetic
106,bc,mismatch,3.8389935674842945e-09,ViT-L-14-336,synthetic
107,bc,mismatch,2.0058115003060992e-15,ViT-L-14-336,synthetic
108,cc,match,1.0,ViT-L-14-336,synthetic
109,cc,match,1.0,ViT-L-14-336,synthetic
110,cc,match,1.0,ViT-L-14-336,synthetic
111,cc,match,1.0,ViT-L-14-336,synthetic
112,cc,match,1.0,ViT-L-14-336,synthetic
113,cc,match,1.0,ViT-L-14-336,synthetic
114,cc,match,0.0016654895152896643,ViT-L-14-336,synthetic
115,cc,match,1.0,ViT-L-14-336,synthetic
116,cc,match,0.9999984502792358,ViT-L-14-336,synthetic
117,cc,match,1.0,ViT-L-14-336,synthetic
118,cc,match,1.0,ViT-L-14-336,synthetic
119,cc,match,0.9995930790901184,ViT-L-14-336,synthetic
120,cc,match,1.0,ViT-L-14-336,synthetic
121,cc,match,1.0,ViT-L-14-336,synthetic
122,cc,match,1.0,ViT-L-14-336,synthetic
123,cc,match,1.0,ViT-L-14-336,synthetic
124,cc,match,1.0,ViT-L-14-336,synthetic
125,cc,match,1.0,ViT-L-14-336,synthetic
126,ca,mismatch,2.6971294257239e-14,ViT-L-14-336,synthetic
127,ca,mismatch,3.648624235857642e-14,ViT-L-14-336,synthetic
128,ca,mismatch,5.750854463120584e-21,ViT-L-14-336,synthetic
129,ca,mismatch,1.4726119635425618e-18,ViT-L-14-336,synthetic
130,ca,mismatch,1.6433455616270132e-16,ViT-L-14-336,synthetic
131,ca,mismatch,2.2438906970030055e-17,ViT-L-14-336,synthetic
132,ca,mismatch,2.536199861236099e-10,ViT-L-14-336,synthetic
133,ca,mismatch,1.489824719571764e-23,ViT-L-14-336,synthetic
134,ca,mismatch,1.244609279638098e-06,ViT-L-14-336,synthetic
135,ca,mismatch,5.319554182447688e-17,ViT-L-14-336,synthetic
136,ca,mismatch,1.3063096019848543e-19,ViT-L-14-336,synthetic
137,ca,mismatch,1.0275806007650656e-16,ViT-L-14-336,synthetic
138,ca,mismatch,9.768792599503423e-17,ViT-L-14-336,synthetic
139,ca,mismatch,9.57538486827097e-18,ViT-L-14-336,synthetic
140,ca,mismatch,2.990354274964857e-12,ViT-L-14-336,synthetic
141,ca,mismatch,3.5678749049507065e-20,ViT-L-14-336,synthetic
142,ca,mismatch,8.60316708565949e-22,ViT-L-14-336,synthetic
143,ca,mismatch,1.152241686395647e-13,ViT-L-14-336,synthetic
144,cb,mismatch,1.1555060677298615e-16,ViT-L-14-336,synthetic
145,cb,mismatch,1.4083573716960895e-12,ViT-L-14-336,synthetic
146,cb,mismatch,1.0598919880861271e-14,ViT-L-14-336,synthetic
147,cb,mismatch,2.534316648954236e-15,ViT-L-14-336,synthetic
148,cb,mismatch,5.576706631205131e-13,ViT-L-14-336,synthetic
149,cb,mismatch,1.7764300775580956e-19,ViT-L-14-336,synthetic
150,cb,mismatch,0.9983345866203308,ViT-L-14-336,synthetic
151,cb,mismatch,1.5929090921303537e-28,ViT-L-14-336,synthetic
152,cb,mismatch,2.6788111995301733e-07,ViT-L-14-336,synthetic
153,cb,mismatch,5.2365429683832966e-17,ViT-L-14-336,synthetic
154,cb,mismatch,2.3346595483416093e-15,ViT-L-14-336,synthetic
155,cb,mismatch,0.0004069443966727704,ViT-L-14-336,synthetic
156,cb,mismatch,2.970606746699467e-11,ViT-L-14-336,synthetic
157,cb,mismatch,1.155920452129526e-16,ViT-L-14-336,synthetic
158,cb,mismatch,2.862011960758082e-08,ViT-L-14-336,synthetic
159,cb,mismatch,9.35335201427372e-19,ViT-L-14-336,synthetic
160,cb,mismatch,3.3094673263537147e-18,ViT-L-14-336,synthetic
161,cb,mismatch,2.2637677843384552e-10,ViT-L-14-336,synthetic
