,text,match,probability,item_id,model,dataset
82,ba,mismatch,8.407790785948902e-45,11,ViT-H-14,synthetic
83,ba,mismatch,6.950780618318231e-38,12,ViT-H-14,synthetic
84,ba,mismatch,2.251326112784251e-41,13,ViT-H-14,synthetic
85,ba,mismatch,1.9162502140623872e-10,14,ViT-H-14,synthetic
86,ba,mismatch,0.0,15,ViT-H-14,synthetic
87,ba,mismatch,6.947357526429578e-41,16,ViT-H-14,synthetic
88,ba,mismatch,2.659559046414375e-16,17,ViT-H-14,synthetic
89,ba,mismatch,6.640594122295545e-27,18,ViT-H-14,synthetic
90,bc,mismatch,0.0,1,ViT-H-14,synthetic
91,bc,mismatch,8.145027485589526e-14,2,ViT-H-14,synthetic
92,bc,mismatch,3.299815178590923e-38,3,ViT-H-14,synthetic
93,bc,mismatch,2.767728593248268e-25,4,ViT-H-14,synthetic
94,bc,mismatch,1.641676354492954e-34,5,ViT-H-14,synthetic
95,bc,mismatch,1.1776336497303885e-27,6,ViT-H-14,synthetic
96,bc,mismatch,9.648496416048147e-06,7,ViT-H-14,synthetic
97,bc,mismatch,0.0,8,ViT-H-14,synthetic
98,bc,mismatch,4.203895392974451e-45,9,ViT-H-14,synthetic
99,bc,mismatch,1.3022350963785223e-26,10,ViT-H-14,synthetic
100,bc,mismatch,4.863010138654272e-37,11,ViT-H-14,synthetic
101,bc,mismatch,5.359588339860198e-21,12,ViT-H-14,synthetic
102,bc,mismatch,2.802596928649634e-45,13,ViT-H-14,synthetic
103,bc,mismatch,1.2576079500697945e-12,14,ViT-H-14,synthetic
104,bc,mismatch,6.710299865219749e-40,15,ViT-H-14,synthetic
105,bc,mismatch,7.855082798378508e-38,16,ViT-H-14,synthetic
106,bc,mismatch,5.075570896906356e-08,17,ViT-H-14,synthetic
107,bc,mismatch,5.529662261157316e-34,18,ViT-H-14,synthetic
108,cc,match,1.0,1,ViT-H-14,synthetic
109,cc,match,0.9999381303787231,2,ViT-H-14,synthetic
110,cc,match,1.0,3,ViT-H-14,synthetic
111,cc,match,1.0,4,ViT-H-14,synthetic
112,cc,match,1.0,5,ViT-H-14,synthetic
113,cc,match,1.0,6,ViT-H-14,synthetic
114,cc,match,0.9973195195198059,7,ViT-H-14,synthetic
115,cc,match,1.0,8,ViT-H-14,synthetic
116,cc,match,1.0,9,ViT-H-14,synthetic
117,cc,match,1.0,10,ViT-H-14,synthetic
118,cc,match,1.0,11,ViT-H-14,synthetic
119,cc,match,1.0,12,ViT-H-14,synthetic
120,cc,match,1.0,13,ViT-H-14,synthetic
121,cc,match,1.0,14,ViT-H-14,synthetic
122,cc,match,1.0,15,ViT-H-14,synthetic
123,cc,match,1.0,16,ViT-H-14,synthetic
124,cc,match,1.0,17,ViT-H-14,synthetic
125,cc,match,1.0,18,ViT-H-14,synthetic
126,ca,mismatch,5.149681052253214e-38,1,ViT-H-14,synthetic
127,ca,mismatch,6.183217919897288e-05,2,ViT-H-14,synthetic
128,ca,mismatch,0.0,3,ViT-H-14,synthetic
129,ca,mismatch,2.647161368221259e-30,4,ViT-H-14,synthetic
130,ca,mismatch,2.975456138857892e-29,5,ViT-H-14,synthetic
131,ca,mismatch,1.881308307423694e-19,6,ViT-H-14,synthetic
132,ca,mismatch,0.0026802762877196074,7,ViT-H-14,synthetic
133,ca,mismatch,0.0,8,ViT-H-14,synthetic
134,ca,mismatch,1.7029856808387805e-15,9,ViT-H-14,synthetic
135,ca,mismatch,0.0,10,ViT-H-14,synthetic
136,ca,mismatch,1.764935415817107e-39,11,ViT-H-14,synthetic
137,ca,mismatch,9.585301885521046e-41,12,ViT-H-14,synthetic
138,ca,mismatch,1.43024947069293e-23,13,ViT-H-14,synthetic
139,ca,mismatch,3.9672952707351435e-33,14,ViT-H-14,synthetic
140,ca,mismatch,7.219349558355025e-41,15,ViT-H-14,synthetic
141,ca,mismatch,6.222283630970344e-29,16,ViT-H-14,synthetic
142,ca,mismatch,1.4695697255067222e-40,17,ViT-H-14,synthetic
143,ca,mismatch,2.2660388495815198e-26,18,ViT-H-14,synthetic
144,cb,mismatch,0.0,1,ViT-H-14,synthetic
145,cb,mismatch,1.604033128543847e-09,2,ViT-H-14,synthetic
146,cb,mismatch,4.484155085839415e-44,3,ViT-H-14,synthetic
147,cb,mismatch,3.8104331356707023e-28,4,ViT-H-14,synthetic
148,cb,mismatch,8.101097504827469e-29,5,ViT-H-14,synthetic
149,cb,mismatch,8.538175246437258e-21,6,ViT-H-14,synthetic
150,cb,mismatch,1.5610103787366825e-07,7,ViT-H-14,synthetic
151,cb,mismatch,0.0,8,ViT-H-14,synthetic
152,cb,mismatch,2.238128303642339e-25,9,ViT-H-14,synthetic
153,cb,mismatch,4.203895392974451e-45,10,ViT-H-14,synthetic
154,cb,mismatch,7.855278651923361e-34,11,ViT-H-14,synthetic
155,cb,mismatch,8.429380413306449e-19,12,ViT-H-14,synthetic
156,cb,mismatch,4.272607298309286e-16,13,ViT-H-14,synthetic
157,cb,mismatch,8.462449659253294e-31,14,ViT-H-14,synthetic
158,cb,mismatch,2.364228507047265e-28,15,ViT-H-14,synthetic
159,cb,mismatch,2.1428747736711817e-33,16,ViT-H-14,synthetic
160,cb,mismatch,2.6499302814281626e-37,17,ViT-H-14,synthetic
161,cb,mismatch,5.929708863504396e-24,18,ViT-H-14,synthetic
