,text,match,probability,item_id,model,dataset
52,ac,mismatch,3.3206768379549475e-15,17,ViT-L-14-336,natural
53,ac,mismatch,6.515426897004198e-14,18,ViT-L-14-336,natural
54,bb,match,1.0,1,ViT-L-14-336,natural
55,bb,match,1.0,2,ViT-L-14-336,natural
56,bb,match,1.0,3,ViT-L-14-336,natural
57,bb,match,1.0,4,ViT-L-14-336,natural
58,bb,match,1.0,5,ViT-L-14-336,natural
59,bb,match,1.0,6,ViT-L-14-336,natural
60,bb,match,1.0,7,ViT-L-14-336,natural
61,bb,match,1.0,8,ViT-L-14-336,natural
62,bb,match,1.0,9,ViT-L-14-336,natural
63,bb,match,1.0,10,ViT-L-14-336,natural
64,bb,match,1.0,11,ViT-L-14-336,natural
65,bb,match,1.0,12,ViT-L-14-336,natural
66,bb,match,1.0,13,ViT-L-14-336,natural
67,bb,match,1.0,14,ViT-L-14-336,natural
68,bb,match,1.0,15,ViT-L-14-336,natural
69,bb,match,1.0,16,ViT-L-14-336,natural
70,bb,match,1.0,17,ViT-L-14-336,natural
71,bb,match,1.0,18,ViT-L-14-336,natural
72,ba,mismatch,2.05976236632547e-24,1,ViT-L-14-336,natural
73,ba,mismatch,1.0287232871108998e-11,2,ViT-L-14-336,natural
74,ba,mismatch,2.19139603788469e-14,3,ViT-L-14-336,natural
75,ba,mismatch,5.90985475211166e-18,4,ViT-L-14-336,natural
76,ba,mismatch,9.966459352684504e-14,5,ViT-L-14-336,natural
77,ba,mismatch,2.7064553431764646e-15,6,ViT-L-14-336,natural
78,ba,mismatch,1.872748847018716e-22,7,ViT-L-14-336,natural
79,ba,mismatch,9.833796479373448e-20,8,ViT-L-14-336,natural
80,ba,mismatch,1.8663028310593272e-21,9,ViT-L-14-336,natural
81,ba,mismatch,5.116449930397948e-09,10,ViT-L-14-336,natural
82,ba,mismatch,3.288492127058126e-16,11,ViT-L-14-336,natural
83,ba,mismatch,1.0741778684269948e-16,12,ViT-L-14-336,natural
84,ba,mismatch,3.082467356175661e-19,13,ViT-L-14-336,natural
85,ba,mismatch,1.7714599301739365e-15,14,ViT-L-14-336,natural
86,ba,mismatch,2.968760303961077e-26,15,ViT-L-14-336,natural
87,ba,mismatch,1.4142758573433568e-17,16,ViT-L-14-336,natural
88,ba,mismatch,1.9184079091369206e-25,17,ViT-L-14-336,natural
89,ba,mismatch,7.305633181742266e-11,18,ViT-L-14-336,natural
90,bc,mismatch,6.168311803543074e-27,1,ViT-L-14-336,natural
91,bc,mismatch,3.9572206403695513e-22,2,ViT-L-14-336,natural
92,bc,mismatch,7.193437644314803e-19,3,ViT-L-14-336,natural
93,bc,mismatch,2.5643735535305506e-17,4,ViT-L-14-336,natural
94,bc,mismatch,7.724498991834583e-12,5,ViT-L-14-336,natural
95,bc,mismatch,7.307719533666823e-12,6,ViT-L-14-336,natural
96,bc,mismatch,1.1033384947132204e-27,7,ViT-L-14-336,natural
97,bc,mismatch,7.620200222819795e-17,8,ViT-L-14-336,natural
98,bc,mismatch,5.958521096270605e-19,9,ViT-L-14-336,natural
99,bc,mismatch,1.3104448844553649e-15,10,ViT-L-14-336,natural
100,bc,mismatch,1.4816354311722609e-15,11,ViT-L-14-336,natural
101,bc,mismatch,8.345658386588184e-09,12,ViT-L-14-336,natural
102,bc,mismatch,6.479533537051118e-15,13,ViT-L-14-336,natural
103,bc,mismatch,4.751992272094105e-21,14,ViT-L-14-336,natural
104,bc,mismatch,2.4885772155639997e-18,15,ViT-L-14-336,natural
105,bc,mismatch,8.069541433989528e-15,16,ViT-L-14-336,natural
106,bc,mismatch,5.962720280635464e-14,17,ViT-L-14-336,natural
107,bc,mismatch,4.800046582431605e-09,18,ViT-L-14-336,natural
108,cc,match,1.0,1,ViT-L-14-336,natural
109,cc,match,1.0,2,ViT-L-14-336,natural
110,cc,match,1.0,3,ViT-L-14-336,natural
111,cc,match,1.0,4,ViT-L-14-336,natural
112,cc,match,1.0,5,ViT-L-14-336,natural
113,cc,match,1.0,6,ViT-L-14-336,natural
114,cc,match,0.9997603297233582,7,ViT-L-14-336,natural
115,cc,match,1.0,8,ViT-L-14-336,natural
116,cc,match,1.0,9,ViT-L-14-336,natural
117,cc,match,1.0,10,ViT-L-14-336,natural
118,cc,match,1.0,11,ViT-L-14-336,natural
119,cc,match,1.0,12,ViT-L-14-336,natural
120,cc,match,1.0,13,ViT-L-14-336,natural
121,cc,match,1.0,14,ViT-L-14-336,natural
122,cc,match,1.0,15,ViT-L-14-336,natural
123,cc,match,1.0,16,ViT-L-14-336,natural
124,cc,match,1.0,17,ViT-L-14-336,natural
125,cc,match,1.0,18,ViT-L-14-336,natural
126,ca,mismatch,3.06658008278934e-16,1,ViT-L-14-336,natural
127,ca,mismatch,4.492822346796599e-12,2,ViT-L-14-336,natural
128,ca,mismatch,1.7610976396793136e-22,3,ViT-L-14-336,natural
129,ca,mismatch,2.33218964973414e-11,4,ViT-L-14-336,natural
130,ca,mismatch,1.0451402410183164e-08,5,ViT-L-14-336,natural
131,ca,mismatch,1.241256267053957e-18,6,ViT-L-14-336,natural
132,ca,mismatch,1.2432416207630581e-12,7,ViT-L-14-336,natural
133,ca,mismatch,2.1482526411534106e-25,8,ViT-L-14-336,natural
134,ca,mismatch,5.774403616613372e-19,9,ViT-L-14-336,natural
135,ca,mismatch,1.951051058494125e-17,10,ViT-L-14-336,natural
136,ca,mismatch,3.7410951437744546e-29,11,ViT-L-14-336,natural
137,ca,mismatch,8.509205709841816e-13,12,ViT-L-14-336,natural
138,ca,mismatch,1.0558624477115549e-18,13,ViT-L-14-336,natural
139,ca,mismatch,2.8620098469755035e-17,14,ViT-L-14-336,natural
140,ca,mismatch,6.801166346683679e-17,15,ViT-L-14-336,natural
141,ca,mismatch,6.115466176706129e-16,16,ViT-L-14-336,natural
142,ca,mismatch,1.9611910520331064e-18,17,ViT-L-14-336,natural
143,ca,mismatch,6.581313651267905e-17,18,ViT-L-14-336,natural
144,cb,mismatch,1.2972327164787626e-18,1,ViT-L-14-336,natural
145,cb,mismatch,1.1463998639271722e-09,2,ViT-L-14-336,natural
146,cb,mismatch,9.625805145521257e-20,3,ViT-L-14-336,natural
147,cb,mismatch,2.065928591393762e-12,4,ViT-L-14-336,natural
148,cb,mismatch,9.13683351200234e-09,5,ViT-L-14-336,natural
149,cb,mismatch,1.3121035627360878e-18,6,ViT-L-14-336,natural
150,cb,mismatch,0.00023969143512658775,7,ViT-L-14-336,natural
151,cb,mismatch,1.4694443738725273e-29,8,ViT-L-14-336,natural
152,cb,mismatch,8.180327187612272e-19,9,ViT-L-14-336,natural
153,cb,mismatch,1.8080654449888213e-17,10,ViT-L-14-336,natural
154,cb,mismatch,8.818889165506071e-21,11,ViT-L-14-336,natural
155,cb,mismatch,1.7087016480551998e-12,12,ViT-L-14-336,natural
156,cb,mismatch,3.400591643671312e-15,13,ViT-L-14-336,natural
157,cb,mismatch,2.413369492042152e-14,14,ViT-L-14-336,natural
158,cb,mismatch,1.4172513163046574e-10,15,ViT-L-14-336,natural
159,cb,mismatch,2.643535896204733e-17,16,ViT-L-14-336,natural
160,cb,mismatch,3.479971336323249e-16,17,ViT-L-14-336,natural
161,cb,mismatch,9.91308701792093e-11,18,ViT-L-14-336,natural
