,text,match,probability,item_id,model,dataset
50,ac,mismatch,7.006591999925149e-07,15,imagebind,synthetic
51,ac,mismatch,1.631456948703036e-11,16,imagebind,synthetic
52,ac,mismatch,6.940142611711053e-07,17,imagebind,synthetic
53,ac,mismatch,2.5735552577899057e-10,18,imagebind,synthetic
54,bb,match,1.0,1,imagebind,synthetic
55,bb,match,0.999351441860199,2,imagebind,synthetic
56,bb,match,0.9999994039535522,3,imagebind,synthetic
57,bb,match,0.9999991655349731,4,imagebind,synthetic
58,bb,match,1.0,5,imagebind,synthetic
59,bb,match,0.9999990463256836,6,imagebind,synthetic
60,bb,match,0.9997920393943787,7,imagebind,synthetic
61,bb,match,1.0,8,imagebind,synthetic
62,bb,match,1.0,9,imagebind,synthetic
63,bb,match,0.9999992847442627,10,imagebind,synthetic
64,bb,match,0.9999998807907104,11,imagebind,synthetic
65,bb,match,0.9999868869781494,12,imagebind,synthetic
66,bb,match,1.0,13,imagebind,synthetic
67,bb,match,0.9999027252197266,14,imagebind,synthetic
68,bb,match,1.0,15,imagebind,synthetic
69,bb,match,1.0,16,imagebind,synthetic
70,bb,match,0.9999463558197021,17,imagebind,synthetic
71,bb,match,1.0,18,imagebind,synthetic
72,ba,mismatch,1.5263370428675316e-11,1,imagebind,synthetic
73,ba,mismatch,0.0006374380318447948,2,imagebind,synthetic
74,ba,mismatch,6.231993552319182e-07,3,imagebind,synthetic
75,ba,mismatch,1.3006175691998578e-08,4,imagebind,synthetic
76,ba,mismatch,1.175248609541768e-08,5,imagebind,synthetic
77,ba,mismatch,2.5774349321494583e-09,6,imagebind,synthetic
78,ba,mismatch,5.3676929383073e-05,7,imagebind,synthetic
79,ba,mismatch,1.280280135379508e-13,8,imagebind,synthetic
80,ba,mismatch,2.7800509116993055e-10,9,imagebind,synthetic
81,ba,mismatch,7.011878437879204e-07,10,imagebind,synthetic
82,ba,mismatch,4.156273103461672e-09,11,imagebind,synthetic
83,ba,mismatch,4.4908488039396843e-10,12,imagebind,synthetic
84,ba,mismatch,2.7086649367902282e-08,13,imagebind,synthetic
85,ba,mismatch,9.298312943428755e-05,14,imagebind,synthetic
86,ba,mismatch,8.517178390517188e-13,15,imagebind,synthetic
87,ba,mismatch,7.616096642237835e-11,16,imagebind,synthetic
88,ba,mismatch,5.2071718528168276e-05,17,imagebind,synthetic
89,ba,mismatch,3.237577672621228e-08,18,imagebind,synthetic
90,bc,mismatch,2.775605164814527e-14,1,imagebind,synthetic
91,bc,mismatch,1.1117518624814693e-05,2,imagebind,synthetic
92,bc,mismatch,1.0519166648848e-09,3,imagebind,synthetic
93,bc,mismatch,7.833236281840072e-07,4,imagebind,synthetic
94,bc,mismatch,3.5064748882263075e-09,5,imagebind,synthetic
95,bc,mismatch,9.008727488435397e-07,6,imagebind,synthetic
96,bc,mismatch,0.00015435923705808818,7,imagebind,synthetic
97,bc,mismatch,1.3393041016496188e-12,8,imagebind,synthetic
98,bc,mismatch,1.2133426208205123e-10,9,imagebind,synthetic
99,bc,mismatch,4.0289567238005475e-09,10,imagebind,synthetic
100,bc,mismatch,1.2339619104295707e-07,11,imagebind,synthetic
101,bc,mismatch,1.30649868879118e-05,12,imagebind,synthetic
102,bc,mismatch,1.1659630726190695e-11,13,imagebind,synthetic
103,bc,mismatch,4.235265350871487e-06,14,imagebind,synthetic
104,bc,mismatch,9.805078970970271e-10,15,imagebind,synthetic
105,bc,mismatch,1.1800256327632042e-09,16,imagebind,synthetic
106,bc,mismatch,1.5710267007307266e-06,17,imagebind,synthetic
107,bc,mismatch,3.4892935762975696e-10,18,imagebind,synthetic
108,cc,match,1.0,1,imagebind,synthetic
109,cc,match,0.9952912330627441,2,imagebind,synthetic
110,cc,match,1.0,3,imagebind,synthetic
111,cc,match,1.0,4,imagebind,synthetic
112,cc,match,1.0,5,imagebind,synthetic
113,cc,match,1.0,6,imagebind,synthetic
114,cc,match,0.7631226778030396,7,imagebind,synthetic
115,cc,match,1.0,8,imagebind,synthetic
116,cc,match,0.9998557567596436,9,imagebind,synthetic
117,cc,match,1.0,10,imagebind,synthetic
118,cc,match,1.0,11,imagebind,synthetic
119,cc,match,0.9999871253967285,12,imagebind,synthetic
120,cc,match,0.9999152421951294,13,imagebind,synthetic
121,cc,match,1.0,14,imagebind,synthetic
122,cc,match,1.0,15,imagebind,synthetic
123,cc,match,1.0,16,imagebind,synthetic
124,cc,match,0.9999992847442627,17,imagebind,synthetic
125,cc,match,0.9999995231628418,18,imagebind,synthetic
126,ca,mismatch,4.0335072087893664e-11,1,imagebind,synthetic
127,ca,mismatch,0.004310644697397947,2,imagebind,synthetic
128,ca,mismatch,9.308203513525015e-11,3,imagebind,synthetic
129,ca,mismatch,5.8865046170808455e-09,4,imagebind,synthetic
130,ca,mismatch,8.656852124033776e-09,5,imagebind,synthetic
131,ca,mismatch,1.07462638787581e-09,6,imagebind,synthetic
132,ca,mismatch,0.13678722083568573,7,imagebind,synthetic
133,ca,mismatch,7.800774999913718e-13,8,imagebind,synthetic
134,ca,mismatch,0.00014307773381005973,9,imagebind,synthetic
135,ca,mismatch,8.204603446290704e-13,10,imagebind,synthetic
136,ca,mismatch,8.295136799674196e-11,11,imagebind,synthetic
137,ca,mismatch,2.1194051721962204e-11,12,imagebind,synthetic
138,ca,mismatch,3.533724520821124e-05,13,imagebind,synthetic
139,ca,mismatch,1.959379103411152e-09,14,imagebind,synthetic
140,ca,mismatch,4.0094989828265426e-11,15,imagebind,synthetic
141,ca,mismatch,2.927568409916148e-09,16,imagebind,synthetic
142,ca,mismatch,3.551038503246673e-07,17,imagebind,synthetic
143,ca,mismatch,6.036889743654683e-08,18,imagebind,synthetic
144,cb,mismatch,1.1915010536371617e-13,1,imagebind,synthetic
145,cb,mismatch,0.00039812555769458413,2,imagebind,synthetic
146,cb,mismatch,3.743936827227401e-10,3,imagebind,synthetic
147,cb,mismatch,4.455232982536472e-08,4,imagebind,synthetic
148,cb,mismatch,2.2916257336191848e-08,5,imagebind,synthetic
149,cb,mismatch,3.6890239751841136e-09,6,imagebind,synthetic
150,cb,mismatch,0.10009008646011353,7,imagebind,synthetic
151,cb,mismatch,8.401905473437443e-14,8,imagebind,synthetic
152,cb,mismatch,1.117821966545307e-06,9,imagebind,synthetic
153,cb,mismatch,1.4853451801855044e-11,10,imagebind,synthetic
154,cb,mismatch,1.3296568290854793e-09,11,imagebind,synthetic
155,cb,mismatch,1.2841427633247804e-05,12,imagebind,synthetic
156,cb,mismatch,4.943786916555837e-05,13,imagebind,synthetic
157,cb,mismatch,1.847071473548567e-08,14,imagebind,synthetic
158,cb,mismatch,8.185487843093142e-09,15,imagebind,synthetic
159,cb,mismatch,3.263813386222836e-10,16,imagebind,synthetic
160,cb,mismatch,3.2794790172374633e-07,17,imagebind,synthetic
161,cb,mismatch,4.247505103194271e-07,18,imagebind,synthetic
