,text,match,probability,item_id,model,dataset
94,bc,mismatch,0.0,5,ViT-g-14,natural
95,bc,mismatch,6.082099829883634e-25,6,ViT-g-14,natural
96,bc,mismatch,5.2822539907664695e-14,7,ViT-g-14,natural
97,bc,mismatch,0.0,8,ViT-g-14,natural
98,bc,mismatch,0.0,9,ViT-g-14,natural
99,bc,mismatch,0.0,10,ViT-g-14,natural
100,bc,mismatch,0.0,11,ViT-g-14,natural
101,bc,mismatch,0.0,12,ViT-g-14,natural
102,bc,mismatch,0.0,13,ViT-g-14,natural
103,bc,mismatch,3.353115745133306e-12,14,ViT-g-14,natural
104,bc,mismatch,0.0,15,ViT-g-14,natural
105,bc,mismatch,0.0,16,ViT-g-14,natural
106,bc,mismatch,4.6777795071705036e-23,17,ViT-g-14,natural
107,bc,mismatch,4.084264232013257e-32,18,ViT-g-14,natural
108,cc,match,1.0,1,ViT-g-14,natural
109,cc,match,1.0,2,ViT-g-14,natural
110,cc,match,1.0,3,ViT-g-14,natural
111,cc,match,1.0,4,ViT-g-14,natural
112,cc,match,1.0,5,ViT-g-14,natural
113,cc,match,1.0,6,ViT-g-14,natural
114,cc,match,1.0,7,ViT-g-14,natural
115,cc,match,1.0,8,ViT-g-14,natural
116,cc,match,1.0,9,ViT-g-14,natural
117,cc,match,1.0,10,ViT-g-14,natural
118,cc,match,1.0,11,ViT-g-14,natural
119,cc,match,1.0,12,ViT-g-14,natural
120,cc,match,1.0,13,ViT-g-14,natural
121,cc,match,1.0,14,ViT-g-14,natural
122,cc,match,1.0,15,ViT-g-14,natural
123,cc,match,1.0,16,ViT-g-14,natural
124,cc,match,1.0,17,ViT-g-14,natural
125,cc,match,1.0,18,ViT-g-14,natural
126,ca,mismatch,0.0,1,ViT-g-14,natural
127,ca,mismatch,5.59855613362408e-20,2,ViT-g-14,natural
128,ca,mismatch,0.0,3,ViT-g-14,natural
129,ca,mismatch,2.579612552079616e-23,4,ViT-g-14,natural
130,ca,mismatch,3.3070643758065683e-43,5,ViT-g-14,natural
131,ca,mismatch,1.6284545645924348e-25,6,ViT-g-14,natural
132,ca,mismatch,3.8180350388295604e-32,7,ViT-g-14,natural
133,ca,mismatch,0.0,8,ViT-g-14,natural
134,ca,mismatch,0.0,9,ViT-g-14,natural
135,ca,mismatch,0.0,10,ViT-g-14,natural
136,ca,mismatch,0.0,11,ViT-g-14,natural
137,ca,mismatch,3.2012476428233366e-36,12,ViT-g-14,natural
138,ca,mismatch,5.4720705031884107e-42,13,ViT-g-14,natural
139,ca,mismatch,1.0758799666291364e-38,14,ViT-g-14,natural
140,ca,mismatch,0.0,15,ViT-g-14,natural
141,ca,mismatch,0.0,16,ViT-g-14,natural
142,ca,mismatch,0.0,17,ViT-g-14,natural
143,ca,mismatch,0.0,18,ViT-g-14,natural
144,cb,mismatch,0.0,1,ViT-g-14,natural
145,cb,mismatch,4.8191264554653575e-17,2,ViT-g-14,natural
146,cb,mismatch,0.0,3,ViT-g-14,natural
147,cb,mismatch,1.0141133724737633e-16,4,ViT-g-14,natural
148,cb,mismatch,1.1455678028949127e-34,5,ViT-g-14,natural
149,cb,mismatch,1.3114000235683129e-30,6,ViT-g-14,natural
150,cb,mismatch,8.376013541774324e-26,7,ViT-g-14,natural
151,cb,mismatch,0.0,8,ViT-g-14,natural
152,cb,mismatch,0.0,9,ViT-g-14,natural
153,cb,mismatch,0.0,10,ViT-g-14,natural
154,cb,mismatch,0.0,11,ViT-g-14,natural
155,cb,mismatch,8.158927185177137e-39,12,ViT-g-14,natural
156,cb,mismatch,0.0,13,ViT-g-14,natural
157,cb,mismatch,1.4676901789508178e-30,14,ViT-g-14,natural
158,cb,mismatch,1.401298464324817e-45,15,ViT-g-14,natural
159,cb,mismatch,0.0,16,ViT-g-14,natural
160,cb,mismatch,0.0,17,ViT-g-14,natural
161,cb,mismatch,1.2147262816132172e-23,18,ViT-g-14,natural
