,text,match,probability,item_id,model,dataset
96,bc,mismatch,6.865215709694894e-06,7,imagebind,natural
97,bc,mismatch,3.00669808061399e-13,8,imagebind,natural
98,bc,mismatch,8.259731565374295e-09,9,imagebind,natural
99,bc,mismatch,2.272696753014003e-10,10,imagebind,natural
100,bc,mismatch,8.931397843525701e-08,11,imagebind,natural
101,bc,mismatch,1.5921999363399664e-07,12,imagebind,natural
102,bc,mismatch,1.181773345848569e-09,13,imagebind,natural
103,bc,mismatch,4.700503632193431e-05,14,imagebind,natural
104,bc,mismatch,1.0391228988382295e-09,15,imagebind,natural
105,bc,mismatch,2.1987155206324577e-13,16,imagebind,natural
106,bc,mismatch,8.658358296997903e-07,17,imagebind,natural
107,bc,mismatch,2.534320664437928e-08,18,imagebind,natural
108,cc,match,1.0,1,imagebind,natural
109,cc,match,0.9977046847343445,2,imagebind,natural
110,cc,match,1.0,3,imagebind,natural
111,cc,match,0.9999929666519165,4,imagebind,natural
112,cc,match,0.9997527003288269,5,imagebind,natural
113,cc,match,1.0,6,imagebind,natural
114,cc,match,0.9999998807907104,7,imagebind,natural
115,cc,match,1.0,8,imagebind,natural
116,cc,match,1.0,9,imagebind,natural
117,cc,match,1.0,10,imagebind,natural
118,cc,match,1.0,11,imagebind,natural
119,cc,match,0.9999982118606567,12,imagebind,natural
120,cc,match,1.0,13,imagebind,natural
121,cc,match,0.9999979734420776,14,imagebind,natural
122,cc,match,0.9999973773956299,15,imagebind,natural
123,cc,match,1.0,16,imagebind,natural
124,cc,match,0.9999974966049194,17,imagebind,natural
125,cc,match,0.999990701675415,18,imagebind,natural
126,ca,mismatch,6.444029754248959e-10,1,imagebind,natural
127,ca,mismatch,0.0009542402112856507,2,imagebind,natural
128,ca,mismatch,1.3691081254818549e-11,3,imagebind,natural
129,ca,mismatch,1.760555505825323e-06,4,imagebind,natural
130,ca,mismatch,2.4654742247776085e-08,5,imagebind,natural
131,ca,mismatch,5.2067257172438985e-09,6,imagebind,natural
132,ca,mismatch,6.35393888614999e-08,7,imagebind,natural
133,ca,mismatch,1.1084715298968241e-14,8,imagebind,natural
134,ca,mismatch,5.04187731564798e-08,9,imagebind,natural
135,ca,mismatch,8.459363851770485e-13,10,imagebind,natural
136,ca,mismatch,3.5117685127060427e-13,11,imagebind,natural
137,ca,mismatch,1.0121698323928285e-06,12,imagebind,natural
138,ca,mismatch,5.458225427190655e-09,13,imagebind,natural
139,ca,mismatch,3.1106850428841426e-09,14,imagebind,natural
140,ca,mismatch,3.338682885711819e-09,15,imagebind,natural
141,ca,mismatch,3.3332225868321075e-11,16,imagebind,natural
142,ca,mismatch,8.066775762927136e-07,17,imagebind,natural
143,ca,mismatch,3.2215393547252447e-11,18,imagebind,natural
144,cb,mismatch,1.7877222271978077e-11,1,imagebind,natural
145,cb,mismatch,0.0013411282561719418,2,imagebind,natural
146,cb,mismatch,3.2194957962604354e-13,3,imagebind,natural
147,cb,mismatch,5.274647264741361e-06,4,imagebind,natural
148,cb,mismatch,0.000247313262661919,5,imagebind,natural
149,cb,mismatch,8.672365603423771e-10,6,imagebind,natural
150,cb,mismatch,1.92813698340899e-09,7,imagebind,natural
151,cb,mismatch,1.669563603036786e-14,8,imagebind,natural
152,cb,mismatch,1.8833561099551588e-10,9,imagebind,natural
153,cb,mismatch,2.0877879286507195e-11,10,imagebind,natural
154,cb,mismatch,1.2021564299580234e-10,11,imagebind,natural
155,cb,mismatch,7.168903266574489e-07,12,imagebind,natural
156,cb,mismatch,1.2095953128010706e-09,13,imagebind,natural
157,cb,mismatch,1.9892108866770286e-06,14,imagebind,natural
158,cb,mismatch,2.6053705823869677e-06,15,imagebind,natural
159,cb,mismatch,1.282500668164932e-11,16,imagebind,natural
160,cb,mismatch,1.7078895098165958e-06,17,imagebind,natural
161,cb,mismatch,9.246843546861783e-06,18,imagebind,natural
