,text,match,probability,item_id,model,dataset
109,cc,match,1.0,2,ViT-bigG-14,natural
110,cc,match,1.0,3,ViT-bigG-14,natural
111,cc,match,1.0,4,ViT-bigG-14,natural
112,cc,match,1.0,5,ViT-bigG-14,natural
113,cc,match,1.0,6,ViT-bigG-14,natural
114,cc,match,1.0,7,ViT-bigG-14,natural
115,cc,match,1.0,8,ViT-bigG-14,natural
116,cc,match,1.0,9,ViT-bigG-14,natural
117,cc,match,1.0,10,ViT-bigG-14,natural
118,cc,match,1.0,11,ViT-bigG-14,natural
119,cc,match,1.0,12,ViT-bigG-14,natural
120,cc,match,1.0,13,ViT-bigG-14,natural
121,cc,match,1.0,14,ViT-bigG-14,natural
122,cc,match,1.0,15,ViT-bigG-14,natural
123,cc,match,1.0,16,ViT-bigG-14,natural
124,cc,match,1.0,17,ViT-bigG-14,natural
125,cc,match,1.0,18,ViT-bigG-14,natural
126,ca,mismatch,0.0,1,ViT-bigG-14,natural
127,ca,mismatch,0.0,2,ViT-bigG-14,natural
128,ca,mismatch,0.0,3,ViT-bigG-14,natural
129,ca,mismatch,0.0,4,ViT-bigG-14,natural
130,ca,mismatch,0.0,5,ViT-bigG-14,natural
131,ca,mismatch,0.0,6,ViT-bigG-14,natural
132,ca,mismatch,0.0,7,ViT-bigG-14,natural
133,ca,mismatch,0.0,8,ViT-bigG-14,natural
134,ca,mismatch,0.0,9,ViT-bigG-14,natural
135,ca,mismatch,0.0,10,ViT-bigG-14,natural
136,ca,mismatch,0.0,11,ViT-bigG-14,natural
137,ca,mismatch,0.0,12,ViT-bigG-14,natural
138,ca,mismatch,0.0,13,ViT-bigG-14,natural
139,ca,mismatch,0.0,14,ViT-bigG-14,natural
140,ca,mismatch,0.0,15,ViT-bigG-14,natural
141,ca,mismatch,0.0,16,ViT-bigG-14,natural
142,ca,mismatch,0.0,17,ViT-bigG-14,natural
143,ca,mismatch,0.0,18,ViT-bigG-14,natural
144,cb,mismatch,0.0,1,ViT-bigG-14,natural
145,cb,mismatch,2.7628887400399393e-31,2,ViT-bigG-14,natural
146,cb,mismatch,0.0,3,ViT-bigG-14,natural
147,cb,mismatch,0.0,4,ViT-bigG-14,natural
148,cb,mismatch,0.0,5,ViT-bigG-14,natural
149,cb,mismatch,0.0,6,ViT-bigG-14,natural
150,cb,mismatch,0.0,7,ViT-bigG-14,natural
151,cb,mismatch,0.0,8,ViT-bigG-14,natural
152,cb,mismatch,0.0,9,ViT-bigG-14,natural
153,cb,mismatch,0.0,10,ViT-bigG-14,natural
154,cb,mismatch,0.0,11,ViT-bigG-14,natural
155,cb,mismatch,0.0,12,ViT-bigG-14,natural
156,cb,mismatch,0.0,13,ViT-bigG-14,natural
157,cb,mismatch,0.0,14,ViT-bigG-14,natural
158,cb,mismatch,0.0,15,ViT-bigG-14,natural
159,cb,mismatch,0.0,16,ViT-bigG-14,natural
160,cb,mismatch,0.0,17,ViT-bigG-14,natural
161,cb,mismatch,0.0,18,ViT-bigG-14,natural
