,text,match,probability,model,dataset
47,ac,mismatch,3.5380508572744345e-31,ViT-H-14,natural
48,ac,mismatch,2.9590180157954764e-16,ViT-H-14,natural
49,ac,mismatch,5.717100880036985e-37,ViT-H-14,natural
50,ac,mismatch,9.814209647169424e-25,ViT-H-14,natural
51,ac,mismatch,8.518882320242709e-36,ViT-H-14,natural
52,ac,mismatch,0.04772771894931793,ViT-H-14,natural
53,ac,mismatch,2.2081732552706193e-34,ViT-H-14,natural
54,bb,match,1.0,ViT-H-14,natural
55,bb,match,0.999998927116394,ViT-H-14,natural
56,bb,match,1.0,ViT-H-14,natural
57,bb,match,1.0,ViT-H-14,natural
58,bb,match,1.0,ViT-H-14,natural
59,bb,match,1.0,ViT-H-14,natural
60,bb,match,0.9999998807907104,ViT-H-14,natural
61,bb,match,1.0,ViT-H-14,natural
62,bb,match,1.0,ViT-H-14,natural
63,bb,match,1.0,ViT-H-14,natural
64,bb,match,1.0,ViT-H-14,natural
65,bb,match,1.0,ViT-H-14,natural
66,bb,match,1.0,ViT-H-14,natural
67,bb,match,1.0,ViT-H-14,natural
68,bb,match,1.0,ViT-H-14,natural
69,bb,match,1.0,ViT-H-14,natural
70,bb,match,1.0,ViT-H-14,natural
71,bb,match,1.0,ViT-H-14,natural
72,ba,mismatch,0.0,ViT-H-14,natural
73,ba,mismatch,1.0387448128312826e-06,ViT-H-14,natural
74,ba,mismatch,7.665610438774381e-28,ViT-H-14,natural
75,ba,mismatch,2.8564617205795087e-37,ViT-H-14,natural
76,ba,mismatch,4.580396264369243e-40,ViT-H-14,natural
77,ba,mismatch,2.1891728205708784e-22,ViT-H-14,natural
78,ba,mismatch,1.0205094014281713e-07,ViT-H-14,natural
79,ba,mismatch,0.0,ViT-H-14,natural
80,ba,mismatch,4.030601151656693e-33,ViT-H-14,natural
81,ba,mismatch,1.6063931140283339e-15,ViT-H-14,natural
82,ba,mismatch,1.614001558224681e-40,ViT-H-14,natural
83,ba,mismatch,0.0,ViT-H-14,natural
84,ba,mismatch,1.6093478460246583e-39,ViT-H-14,natural
85,ba,mismatch,2.777216900895496e-09,ViT-H-14,natural
86,ba,mismatch,0.0,ViT-H-14,natural
87,ba,mismatch,1.401298464324817e-45,ViT-H-14,natural
88,ba,mismatch,8.06683900923402e-21,ViT-H-14,natural
89,ba,mismatch,1.8888022018819064e-18,ViT-H-14,natural
90,bc,mismatch,0.0,ViT-H-14,natural
91,bc,mismatch,2.2156873503900026e-13,ViT-H-14,natural
92,bc,mismatch,2.368194404708941e-43,ViT-H-14,natural
93,bc,mismatch,5.984328486327739e-27,ViT-H-14,natural
94,bc,mismatch,6.218704907185685e-35,ViT-H-14,natural
95,bc,mismatch,1.5566992413561872e-19,ViT-H-14,natural
96,bc,mismatch,8.267072026946209e-10,ViT-H-14,natural
97,bc,mismatch,0.0,ViT-H-14,natural
98,bc,mismatch,8.152802109589573e-38,ViT-H-14,natural
99,bc,mismatch,2.917418902022201e-27,ViT-H-14,natural
100,bc,mismatch,4.334523838529353e-34,ViT-H-14,natural
101,bc,mismatch,5.4098683768345614e-30,ViT-H-14,natural
102,bc,mismatch,1.1575706224248016e-39,ViT-H-14,natural
103,bc,mismatch,1.7156257317574308e-11,ViT-H-14,natural
104,bc,mismatch,1.1176616421608308e-40,ViT-H-14,natural
105,bc,mismatch,0.0,ViT-H-14,natural
106,bc,mismatch,5.710531492120197e-10,ViT-H-14,natural
107,bc,mismatch,5.487047211711133e-27,ViT-H-14,natural
108,cc,match,1.0,ViT-H-14,natural
109,cc,match,0.9999721050262451,ViT-H-14,natural
110,cc,match,1.0,ViT-H-14,natural
111,cc,match,1.0,ViT-H-14,natural
112,cc,match,1.0,ViT-H-14,natural
113,cc,match,1.0,ViT-H-14,natural
114,cc,match,1.0,ViT-H-14,natural
115,cc,match,1.0,ViT-H-14,natural
116,cc,match,1.0,ViT-H-14,natural
117,cc,match,1.0,ViT-H-14,natural
118,cc,match,1.0,ViT-H-14,natural
119,cc,match,1.0,ViT-H-14,natural
120,cc,match,1.0,ViT-H-14,natural
121,cc,match,1.0,ViT-H-14,natural
122,cc,match,1.0,ViT-H-14,natural
123,cc,match,1.0,ViT-H-14,natural
124,cc,match,1.0,ViT-H-14,natural
125,cc,match,1.0,ViT-H-14,natural
126,ca,mismatch,1.0928988149510753e-36,ViT-H-14,natural
127,ca,mismatch,2.777303961920552e-05,ViT-H-14,natural
128,ca,mismatch,1.401298464324817e-45,ViT-H-14,natural
129,ca,mismatch,6.583714026007957e-20,ViT-H-14,natural
130,ca,mismatch,4.243496294666298e-25,ViT-H-14,natural
131,ca,mismatch,1.2877711144396514e-18,ViT-H-14,natural
132,ca,mismatch,2.9257978052724046e-21,ViT-H-14,natural
133,ca,mismatch,0.0,ViT-H-14,natural
134,ca,mismatch,1.6998045629980855e-31,ViT-H-14,natural
135,ca,mismatch,0.0,ViT-H-14,natural
136,ca,mismatch,0.0,ViT-H-14,natural
137,ca,mismatch,5.62646323735884e-24,ViT-H-14,natural
138,ca,mismatch,5.194193017712799e-41,ViT-H-14,natural
139,ca,mismatch,1.4919130550127887e-29,ViT-H-14,natural
140,ca,mismatch,3.644398394604096e-35,ViT-H-14,natural
141,ca,mismatch,2.5832882034720447e-36,ViT-H-14,natural
142,ca,mismatch,6.652622420428139e-39,ViT-H-14,natural
143,ca,mismatch,1.016980925888267e-37,ViT-H-14,natural
144,cb,mismatch,2.4242463432819335e-43,ViT-H-14,natural
145,cb,mismatch,6.388492579390004e-08,ViT-H-14,natural
146,cb,mismatch,0.0,ViT-H-14,natural
147,cb,mismatch,2.551627041503111e-19,ViT-H-14,natural
148,cb,mismatch,1.0591459133346692e-11,ViT-H-14,natural
149,cb,mismatch,4.893671015406864e-25,ViT-H-14,natural
150,cb,mismatch,2.1513246554150337e-28,ViT-H-14,natural
151,cb,mismatch,0.0,ViT-H-14,natural
152,cb,mismatch,1.2541621255707113e-42,ViT-H-14,natural
153,cb,mismatch,2.4242463432819335e-43,ViT-H-14,natural
154,cb,mismatch,3.4464293935372215e-38,ViT-H-14,natural
155,cb,mismatch,1.9150298588293445e-25,ViT-H-14,natural
156,cb,mismatch,4.504245445870501e-37,ViT-H-14,natural
157,cb,mismatch,8.049282726772596e-22,ViT-H-14,natural
158,cb,mismatch,1.9169068005667378e-19,ViT-H-14,natural
159,cb,mismatch,1.3519702360433477e-38,ViT-H-14,natural
160,cb,mismatch,4.3459621791645714e-35,ViT-H-14,natural
161,cb,mismatch,9.786387268799824e-19,ViT-H-14,natural
